Date/Time,Electricity:Facility [J](TimeStep),ElectricityNet:Facility [J](TimeStep),Gas:Facility [J](TimeStep) 
 07/21  05:30:00,6599660.550465193,6599660.550465194,0.0 
 07/21  05:40:00,5501957.346596009,5501957.346596009,0.0 
 07/21  05:50:00,6294533.286211241,6294533.286211241,0.0 
 07/21  06:00:00,4377776.3049051719,4377776.3049051719,0.0 
 07/21  06:10:00,7286323.311299694,7286323.311299695,0.0 
 07/21  06:20:00,6957005.7953767799,6957005.795376779,0.0 
 07/21  06:30:00,7026113.161692412,7026113.161692411,0.0 
 07/21  06:40:00,7027161.89605076,7027161.89605076,0.0 
 07/21  06:50:00,7036703.247150823,7036703.2471508239,0.0 
 07/21  07:00:00,7048521.366375782,7048521.3663757829,0.0 
 07/21  07:10:00,6983363.981397123,6983363.981397124,0.0 
 07/21  07:20:00,7014046.242598717,7014046.24259872,0.0 
 07/21  07:30:00,7046967.947832805,7046967.947832806,0.0 
 07/21  07:40:00,7078350.2402782379,7078350.2402782379,0.0 
 07/21  07:50:00,7110743.83246643,7110743.832466429,0.0 
 07/21  08:00:00,7145290.719064876,7145290.719064875,0.0 
 07/21  08:10:00,7184651.313570813,7184651.313570812,0.0 
 07/21  08:20:00,7226063.372762221,7226063.372762222,0.0 
 07/21  08:30:00,7270404.9576917779,7270404.957691778,0.0 
 07/21  08:40:00,7315955.546070073,7315955.546070075,0.0 
 07/21  08:50:00,7362209.210545704,7362209.210545704,0.0 
 07/21  09:00:00,7413645.32344682,7413645.323446818,0.0 
 07/21  09:10:00,7457542.279028281,7457542.279028282,0.0 
 07/21  09:20:00,7501220.467706591,7501220.467706591,0.0 
 07/21  09:30:00,7544122.064804259,7544122.06480426,0.0 
 07/21  09:40:00,7584411.922605395,7584411.922605396,0.0 
 07/21  09:50:00,7623768.917860958,7623768.917860957,0.0 
 07/21  10:00:00,7663697.905182848,7663697.905182848,0.0 
 07/21  10:10:00,7698320.7577295419,7698320.757729543,0.0 
 07/21  10:20:00,7735569.053470683,7735569.053470685,0.0 
 07/21  10:30:00,7773168.400721365,7773168.400721365,0.0 
 07/21  10:40:00,7809343.111430146,7809343.111430146,0.0 
 07/21  10:50:00,7846789.195616936,7846789.195616936,0.0 
 07/21  11:00:00,7885175.83204529,7885175.832045291,0.0 
 07/21  11:10:00,7912839.57293916,7912839.572939159,0.0 
 07/21  11:20:00,7939391.989117055,7939391.989117054,0.0 
 07/21  11:30:00,7965726.339989107,7965726.339989107,0.0 
 07/21  11:40:00,8001078.419186399,8001078.419186399,0.0 
 07/21  11:50:00,8038821.291674568,8038821.291674566,0.0 
 07/21  12:00:00,8076623.538228671,8076623.538228671,0.0 
 07/21  12:10:00,8109274.445497187,8109274.445497187,0.0 
 07/21  12:20:00,8140262.480835487,8140262.480835486,0.0 
 07/21  12:30:00,8171943.119943429,8171943.11994343,0.0 
 07/21  12:40:00,8204074.997135156,8204074.997135157,0.0 
 07/21  12:50:00,8235606.233068753,8235606.233068752,0.0 
 07/21  13:00:00,8266377.150720265,8266377.150720265,0.0 
 07/21  13:10:00,8288951.575721948,8288951.5757219479,0.0 
 07/21  13:20:00,8309425.5736577999,8309425.5736578,0.0 
 07/21  13:30:00,8329307.552051983,8329307.552051982,0.0 
 07/21  13:40:00,8350207.653445837,8350207.653445836,0.0 
 07/21  13:50:00,8377406.199355249,8377406.199355248,0.0 
 07/21  14:00:00,8406897.741522616,8406897.741522616,0.0 
 07/21  14:10:00,8423888.73112518,8423888.73112518,0.0 
 07/21  14:20:00,8442067.612929317,8442067.612929317,0.0 
 07/21  14:30:00,8458377.028694576,8458377.028694576,0.0 
 07/21  14:40:00,8473954.31935708,8473954.31935708,0.0 
 07/21  14:50:00,8490099.324684114,8490099.324684116,0.0 
 07/21  15:00:00,8505462.219968293,8505462.219968295,0.0 
 07/21  15:10:00,8507462.583550867,8507462.583550867,0.0 
 07/21  15:20:00,8509015.182691578,8509015.182691578,0.0 
 07/21  15:30:00,8509411.161499974,8509411.161499976,0.0 
 07/21  15:40:00,8508414.39949781,8508414.39949781,0.0 
 07/21  15:50:00,8503980.42908164,8503980.429081638,0.0 
 07/21  16:00:00,8497557.814107402,8497557.814107404,0.0 
 07/21  16:10:00,8483791.825754326,8483791.825754326,0.0 
 07/21  16:20:00,8462817.995347072,8462817.995347072,0.0 
 07/21  16:30:00,8445139.971732896,8445139.971732896,0.0 
 07/21  16:40:00,8426735.817985364,8426735.817985364,0.0 
 07/21  16:50:00,8407171.152895885,8407171.152895887,0.0 
 07/21  17:00:00,8385615.013163147,8385615.013163146,0.0 
 07/21  17:10:00,8357220.961467825,8357220.961467824,0.0 
 07/21  17:20:00,8327099.243707804,8327099.243707804,0.0 
 07/21  17:30:00,8292833.495291858,8292833.49529186,0.0 
 07/21  17:40:00,8257374.266598551,8257374.266598551,0.0 
 07/21  17:50:00,8223717.832177681,8223717.832177682,0.0 
 07/21  18:00:00,8193706.477535497,8193706.477535497,0.0 
 07/21  18:10:00,8153211.605207224,8153211.605207224,0.0 
 07/21  18:20:00,8111396.453276521,8111396.453276521,0.0 
 07/21  18:30:00,8067529.191493165,8067529.191493165,0.0 
 07/21  18:40:00,8020588.400256094,8020588.400256092,0.0 
 07/21  18:50:00,7969856.478280622,7969856.478280622,0.0 
 07/21  19:00:00,7917118.291537541,7917118.29153754,0.0 
 07/21  19:10:00,6980055.077009294,6980055.077009294,0.0 
 07/21  19:20:00,7444289.404148208,7444289.404148206,0.0 
 07/21  19:30:00,7277142.921273236,7277142.921273236,0.0 
 07/21  19:40:00,4552399.848492794,4552399.848492794,0.0 
 07/21  19:50:00,8002030.528732434,8002030.528732434,0.0 
 07/21  20:00:00,7914162.594530805,7914162.594530805,0.0 
 07/21  20:10:00,7682750.73641738,7682750.736417379,0.0 
 07/21  20:20:00,5130815.38321038,5130815.383210379,0.0 
 07/21  20:30:00,7904526.3549045049,7904526.3549045049,0.0 
 07/21  20:40:00,7771555.337551961,7771555.337551962,0.0 
 07/21  20:50:00,7520054.457618842,7520054.45761884,0.0 
 07/21  21:00:00,5130815.38321038,5130815.383210379,0.0 
 07/21  21:10:00,7785187.665661142,7785187.665661143,0.0 
 07/21  21:20:00,7635370.685012292,7635370.68501229,0.0 
 07/21  21:30:00,7497364.143760411,7497364.143760411,0.0 
 07/21  21:40:00,5130815.38321038,5130815.383210379,0.0 
 07/21  21:50:00,7687383.473146012,7687383.473146012,0.0 
 07/21  22:00:00,7240152.76062276,7240152.76062276,0.0 
 07/21  22:10:00,7400691.754139007,7400691.754139004,0.0 
 07/21  22:20:00,5130815.3832,5130815.3832,0.0 
 07/21  22:30:00,7917350.63445379,7917350.634453789,0.0 
 07/21  22:40:00,7491948.567626974,7491948.567626973,0.0 
 07/21  22:50:00,7161829.488868546,7161829.488868545,0.0 
 07/21  23:00:00,5130815.3832,5130815.3832,0.0 
 07/21  23:10:00,7848426.453781584,7848426.453781584,0.0 
 07/21  23:20:00,7400799.336205976,7400799.336205976,0.0 
 07/21  23:30:00,7089920.832769545,7089920.832769543,0.0 
 07/21  23:40:00,5130815.3832,5130815.3832,0.0 
 07/21  23:50:00,7450482.445852752,7450482.445852753,0.0 
 07/21  24:00:00,6309181.682185532,6309181.682185532,0.0 
 01/01  00:10:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  00:20:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  00:30:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  00:40:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  00:50:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  01:00:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  01:10:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  01:20:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  01:30:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  01:40:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  01:50:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  02:00:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  02:10:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  02:20:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  02:30:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  02:40:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  02:50:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  03:00:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  03:10:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  03:20:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  03:30:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  03:40:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  03:50:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  04:00:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  04:10:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  04:20:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  04:30:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  04:40:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  04:50:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  05:00:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  05:10:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  05:20:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  05:30:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  05:40:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  05:50:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  06:00:00,1595969.5309636067,1595969.530963607,0.0 
 01/01  06:10:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  06:20:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  06:30:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  06:40:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  06:50:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  07:00:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  07:10:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  07:20:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  07:30:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  07:40:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  07:50:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  08:00:00,1203811.3654864794,1203811.3654864794,0.0 
 01/01  08:10:00,1196239.2154324658,1196239.2154324658,0.0 
 01/01  08:20:00,1186815.210579784,1186815.2105797837,0.0 
 01/01  08:30:00,1185514.5625086365,1185514.5625086362,0.0 
 01/01  08:40:00,1185257.46172644,1185257.46172644,0.0 
 01/01  08:50:00,1184991.5313401125,1184991.5313401123,0.0 
 01/01  09:00:00,1184682.64968017,1184682.64968017,0.0 
 01/01  09:10:00,1184317.093820001,1184317.0938200008,0.0 
 01/01  09:20:00,1184064.7670578734,1184064.7670578734,0.0 
 01/01  09:30:00,1184073.3113374487,1184073.3113374485,0.0 
 01/01  09:40:00,1182271.5423019757,1182271.5423019755,0.0 
 01/01  09:50:00,1180868.358098579,1180868.358098579,0.0 
 01/01  10:00:00,1179664.8164345525,1179664.8164345525,0.0 
 01/01  10:10:00,1178320.6497446299,1178320.6497446299,0.0 
 01/01  10:20:00,1176945.8257844437,1176945.8257844437,0.0 
 01/01  10:30:00,1176449.084968943,1176449.084968943,0.0 
 01/01  10:40:00,1175777.825443097,1175777.825443097,0.0 
 01/01  10:50:00,1026095.8433717872,1026095.8433717871,0.0 
 01/01  11:00:00,1026317.7952232766,1026317.7952232765,0.0 
 01/01  11:10:00,1026288.8310835372,1026288.8310835372,0.0 
 01/01  11:20:00,1026289.8829893697,1026289.8829893696,0.0 
 01/01  11:30:00,1026321.5905350903,1026321.5905350903,0.0 
 01/01  11:40:00,1025895.4145225124,1025895.4145225122,0.0 
 01/01  11:50:00,1025476.5628503196,1025476.5628503196,0.0 
 01/01  12:00:00,1025112.6087236527,1025112.6087236526,0.0 
 01/01  12:10:00,1025537.7308005366,1025537.7308005365,0.0 
 01/01  12:20:00,1025387.2382013516,1025387.2382013515,0.0 
 01/01  12:30:00,1025252.9332271903,1025252.9332271902,0.0 
 01/01  12:40:00,1025992.7004637928,1025992.7004637928,0.0 
 01/01  12:50:00,1025804.4520858951,1025804.4520858951,0.0 
 01/01  13:00:00,1025995.1300073575,1025995.1300073573,0.0 
 01/01  13:10:00,1175708.931980935,1175708.931980935,0.0 
 01/01  13:20:00,1176041.0502981288,1176041.0502981288,0.0 
 01/01  13:30:00,1175410.5122295935,1175410.5122295935,0.0 
 01/01  13:40:00,1176187.082029846,1176187.082029846,0.0 
 01/01  13:50:00,1176963.7632327309,1176963.7632327309,0.0 
 01/01  14:00:00,1177740.4722244084,1177740.4722244084,0.0 
 01/01  14:10:00,1178564.7607740062,1178564.7607740062,0.0 
 01/01  14:20:00,1179528.8297029793,1179528.8297029793,0.0 
 01/01  14:30:00,1180502.264306483,1180502.264306483,0.0 
 01/01  14:40:00,1183858.923646293,1183858.923646293,0.0 
 01/01  14:50:00,1187382.4196088149,1187382.4196088147,0.0 
 01/01  15:00:00,1190897.7843130164,1190897.784313016,0.0 
 01/01  15:10:00,1194555.8805695889,1194555.8805695887,0.0 
 01/01  15:20:00,1198136.8989381022,1198136.8989381022,0.0 
 01/01  15:30:00,1201638.7634128859,1201638.7634128857,0.0 
 01/01  15:40:00,1203674.8958790338,1203674.8958790336,0.0 
 01/01  15:50:00,1205681.5397292923,1205681.5397292923,0.0 
 01/01  16:00:00,1207659.8315661587,1207659.8315661585,0.0 
 01/01  16:10:00,1209659.1663230395,1209659.1663230393,0.0 
 01/01  16:20:00,1211609.9709171686,1211609.9709171686,0.0 
 01/01  16:30:00,1213514.639623296,1213514.639623296,0.0 
 01/01  16:40:00,1214491.0633136945,1214491.0633136945,0.0 
 01/01  16:50:00,1215449.9672108279,1215449.9672108277,0.0 
 01/01  17:00:00,1216394.152563472,1216394.152563472,0.0 
 01/01  17:10:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  17:20:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  17:30:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  17:40:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  17:50:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  18:00:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  18:10:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  18:20:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  18:30:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  18:40:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  18:50:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  19:00:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  19:10:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  19:20:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  19:30:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  19:40:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  19:50:00,1631586.1309636068,1631586.1309636068,0.0 
 01/01  20:00:00,1631586.1309636068,1631586.1309636068,0.0 
 01/01  20:10:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  20:20:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  20:30:00,1781586.1309636068,1781586.1309636068,0.0 
 01/01  20:40:00,1781586.1309636068,1781586.1309636068,0.0 
